,mean_hamming_between_samples,mean_hamming_to_wt,fraction_predicted_alive
0,1.4551724137931035,1.6,1.0
1,1.4965517241379311,1.7333333333333334,1.0
2,1.3379310344827586,1.4333333333333333,1.0
3,1.3241379310344827,1.4666666666666666,1.0
4,1.4551724137931035,1.7333333333333334,1.0
5,1.547126436781609,1.8333333333333333,1.0
6,1.2804597701149425,1.4333333333333333,1.0
7,1.3885057471264368,1.5666666666666667,1.0
8,1.547126436781609,1.7333333333333334,1.0
9,1.393103448275862,1.5333333333333334,1.0
10,3.8551724137931034,3.6333333333333333,1.0
11,3.239080459770115,3.3,1.0
12,3.7724137931034485,3.566666666666667,1.0
13,3.7908045977011495,4.033333333333333,1.0
14,3.5195402298850573,3.9,1.0
15,3.7448275862068967,3.8,1.0
16,3.496551724137931,3.7666666666666666,1.0
17,3.225287356321839,3.033333333333333,1.0
18,3.696551724137931,4.0,1.0
19,3.2942528735632184,3.3333333333333335,1.0
20,4.257471264367816,4.5,0.8666666666666667
21,4.264367816091954,4.033333333333333,0.8333333333333334
22,3.618390804597701,3.8,0.9666666666666667
23,4.287356321839081,4.3,0.9333333333333333
24,4.92183908045977,4.5,0.9333333333333333
25,4.758620689655173,4.666666666666667,0.9333333333333333
26,3.413793103448276,3.2,1.0
27,4.455172413793103,4.3,0.9666666666666667
28,3.3379310344827586,3.2666666666666666,0.9666666666666667
29,3.2942528735632184,3.533333333333333,0.9666666666666667
30,5.314942528735632,5.533333333333333,0.9666666666666667
31,4.749425287356321,4.033333333333333,1.0
32,5.105747126436782,4.766666666666667,0.9666666666666667
33,5.781609195402299,5.033333333333333,0.8666666666666667
34,5.241379310344827,4.666666666666667,0.9666666666666667
35,5.657471264367816,5.533333333333333,0.8333333333333334
36,5.388505747126437,5.166666666666667,0.8666666666666667
37,5.402298850574713,4.9,0.9
38,5.659770114942528,5.2,0.9333333333333333
39,4.960919540229885,4.2,0.9666666666666667
40,6.197701149425288,4.7,0.7
41,6.303448275862069,5.033333333333333,0.7
42,6.570114942528735,5.233333333333333,0.7
43,7.149425287356322,6.033333333333333,0.7
44,6.2827586206896555,4.966666666666667,0.7333333333333333
45,6.563218390804598,5.466666666666667,0.6333333333333333
46,6.227586206896552,5.0,0.7666666666666667
47,6.924137931034482,5.733333333333333,0.6333333333333333
48,6.305747126436781,5.066666666666666,0.8
49,6.464367816091954,5.333333333333333,0.6666666666666666
50,7.696551724137931,6.333333333333333,0.5666666666666667
51,7.475862068965517,6.566666666666666,0.5333333333333333
52,7.875862068965517,6.633333333333334,0.43333333333333335
53,8.020689655172413,7.266666666666667,0.4666666666666667
54,7.832183908045977,6.566666666666666,0.5
55,7.271264367816092,6.466666666666667,0.5333333333333333
56,7.039080459770115,5.366666666666666,0.6
57,7.1402298850574715,5.8,0.6666666666666666
58,7.00919540229885,6.366666666666666,0.5666666666666667
59,7.232183908045977,6.533333333333333,0.5333333333333333
60,7.924137931034482,6.6,0.4666666666666667
61,7.627586206896551,6.2,0.5
62,7.190804597701149,6.6,0.5
63,7.99080459770115,6.966666666666667,0.5
64,8.025287356321838,6.8,0.4
65,8.082758620689654,7.1,0.3333333333333333
66,7.560919540229885,6.266666666666667,0.43333333333333335
67,7.924137931034482,6.9,0.5333333333333333
68,8.089655172413794,6.866666666666666,0.43333333333333335
69,7.685057471264368,6.133333333333334,0.43333333333333335
70,8.432183908045976,7.733333333333333,0.4
71,7.480459770114942,6.366666666666666,0.5
72,8.15632183908046,6.933333333333334,0.43333333333333335
73,7.137931034482759,5.633333333333334,0.6
74,7.694252873563219,6.566666666666666,0.4666666666666667
75,8.149425287356323,6.9,0.36666666666666664
76,8.050574712643678,6.766666666666667,0.43333333333333335
77,7.8068965517241375,6.433333333333334,0.43333333333333335
78,7.88735632183908,7.233333333333333,0.5
79,7.802298850574712,6.333333333333333,0.6666666666666666
80,8.296551724137931,7.033333333333333,0.5
81,8.342528735632184,7.3,0.3
82,8.255172413793103,7.433333333333334,0.3333333333333333
83,8.160919540229886,6.8,0.5
84,8.163218390804598,6.8,0.3333333333333333
85,7.829885057471264,6.7,0.5
86,8.301149425287356,7.133333333333334,0.43333333333333335
87,8.418390804597701,7.0,0.3333333333333333
88,7.31264367816092,5.833333333333333,0.6666666666666666
89,8.4,7.166666666666667,0.3333333333333333
90,8.36551724137931,7.1,0.36666666666666664
91,8.436781609195402,7.333333333333333,0.26666666666666666
92,8.50344827586207,7.233333333333333,0.26666666666666666
93,8.082758620689654,6.866666666666666,0.26666666666666666
94,8.0183908045977,7.2,0.4666666666666667
95,8.2,7.533333333333333,0.3333333333333333
96,8.47816091954023,7.1,0.3333333333333333
97,8.49655172413793,7.766666666666667,0.3
98,8.742528735632185,7.833333333333333,0.23333333333333334
99,8.059770114942529,7.0,0.36666666666666664
100,8.882758620689655,7.766666666666667,0.06666666666666667
101,8.9816091954023,8.5,0.03333333333333333
102,8.827586206896552,7.533333333333333,0.06666666666666667
103,8.811494252873564,7.566666666666666,0.1
104,8.967816091954022,8.3,0.03333333333333333
105,9.004597701149425,7.933333333333334,0.0
106,8.829885057471264,7.6,0.13333333333333333
107,8.99080459770115,8.333333333333334,0.03333333333333333
108,8.581609195402299,7.2,0.03333333333333333
109,8.703448275862069,7.833333333333333,0.03333333333333333
110,9.14022988505747,8.833333333333334,0.03333333333333333
111,9.236781609195402,8.366666666666667,0.0
