,mean_hamming_between_samples,mean_hamming_to_wt,fraction_predicted_alive
0,3.7563218390804596,3.3333333333333335,1.0
1,3.708045977011494,3.2333333333333334,1.0
2,3.7471264367816093,3.3,1.0
3,3.613793103448276,3.3333333333333335,1.0
4,3.5977011494252875,3.3666666666666667,1.0
5,3.696551724137931,3.2666666666666666,1.0
6,3.6022988505747127,3.1333333333333333,1.0
7,3.3609195402298853,3.1,1.0
8,3.7103448275862068,3.1,1.0
9,3.802298850574713,3.3666666666666667,1.0
10,5.04367816091954,4.566666666666666,0.9333333333333333
11,5.066666666666666,4.4,0.9333333333333333
12,4.88735632183908,4.033333333333333,0.9
13,5.386206896551724,4.266666666666667,0.8333333333333334
14,5.220689655172414,4.3,0.9333333333333333
15,5.12183908045977,4.366666666666666,0.9333333333333333
16,5.062068965517241,4.4,1.0
17,4.995402298850575,4.133333333333334,0.8666666666666667
18,4.763218390804598,4.333333333333333,0.9
19,4.75632183908046,4.033333333333333,0.9333333333333333
20,5.960919540229885,5.2,0.6666666666666666
21,5.747126436781609,5.033333333333333,0.8666666666666667
22,5.75632183908046,4.966666666666667,0.7666666666666667
23,5.850574712643678,5.1,0.7
24,5.818390804597701,4.966666666666667,0.6666666666666666
25,5.508045977011494,4.833333333333333,0.6666666666666666
26,5.689655172413793,4.833333333333333,0.8666666666666667
27,5.75632183908046,4.933333333333334,0.8
28,5.8068965517241375,5.066666666666666,0.8
29,5.310344827586207,4.8,0.8
30,5.979310344827586,5.4,0.9
31,6.303448275862069,5.633333333333334,0.6333333333333333
32,5.898850574712644,5.2,0.9333333333333333
33,6.406896551724138,5.266666666666667,0.7666666666666667
34,6.0137931034482754,5.533333333333333,0.7
35,6.202298850574713,5.066666666666666,0.7333333333333333
36,6.0183908045977015,5.2,0.8333333333333334
37,6.0,5.033333333333333,0.9333333333333333
38,5.712643678160919,4.966666666666667,0.8
39,6.101149425287356,5.633333333333334,0.8666666666666667
40,7.082758620689655,5.766666666666667,0.4666666666666667
41,6.827586206896552,6.0,0.43333333333333335
42,6.402298850574713,5.333333333333333,0.6666666666666666
43,6.673563218390805,5.733333333333333,0.6
44,6.689655172413793,5.6,0.5666666666666667
45,6.588505747126437,5.666666666666667,0.6666666666666666
46,6.425287356321839,5.666666666666667,0.6333333333333333
47,7.059770114942529,6.033333333333333,0.6
48,6.703448275862069,5.9,0.5
49,6.724137931034483,5.9,0.7666666666666667
50,7.802298850574712,6.733333333333333,0.4
51,7.563218390804598,6.566666666666666,0.26666666666666666
52,8.098850574712644,6.933333333333334,0.23333333333333334
53,8.16551724137931,7.033333333333333,0.23333333333333334
54,8.16551724137931,7.333333333333333,0.3
55,8.052873563218391,6.833333333333333,0.26666666666666666
56,7.67816091954023,6.6,0.26666666666666666
57,7.905747126436782,6.866666666666666,0.36666666666666664
58,7.908045977011494,6.766666666666667,0.3333333333333333
59,7.7011494252873565,6.666666666666667,0.4
60,8.62528735632184,7.7,0.13333333333333333
61,8.586206896551724,7.5,0.1
62,8.574712643678161,7.466666666666667,0.3
63,8.735632183908047,8.133333333333333,0.13333333333333333
64,8.754022988505747,7.7,0.06666666666666667
65,8.733333333333333,7.8,0.2
66,8.671264367816091,7.633333333333334,0.2
67,8.668965517241379,7.9,0.23333333333333334
68,8.698850574712644,8.0,0.03333333333333333
69,8.519540229885058,7.466666666666667,0.06666666666666667
70,9.114942528735632,8.4,0.06666666666666667
71,9.027586206896551,8.566666666666666,0.16666666666666666
72,8.841379310344827,8.0,0.1
73,9.025287356321838,8.233333333333333,0.0
74,9.271264367816093,8.5,0.03333333333333333
75,9.11264367816092,8.233333333333333,0.06666666666666667
76,9.064367816091954,8.333333333333334,0.06666666666666667
77,9.197701149425287,8.533333333333333,0.03333333333333333
78,9.13103448275862,8.2,0.06666666666666667
79,9.039080459770116,8.566666666666666,0.0
